#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2025-04-15-06-20-08
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	ip_proto
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]	count
1744698040.019840	CyptIa2Txz99qQ3ZHe	REDACTED_IP	49763	REDACTED_IP	9878	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019840	CYpbGXlH7dEjyura3	REDACTED_IP	49763	REDACTED_IP	1309	tcp	-	0.000009	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019840	CQftz81nLUhCrzuGA1	REDACTED_IP	49763	REDACTED_IP	54045	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019840	CNSD4j2CkhfN5r1JX4	REDACTED_IP	49763	REDACTED_IP	16993	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019840	CP6I7m4lM0WOrJoZB7	REDACTED_IP	49763	REDACTED_IP	32772	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019840	CdKsFaFqjtXYeVgz7	REDACTED_IP	49763	REDACTED_IP	2222	tcp	-	0.000013	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019840	CiRE1B4Ql4LbkC6QY7	REDACTED_IP	49763	REDACTED_IP	2909	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019840	C7qiPb3RbxEOGvdAy2	REDACTED_IP	49763	REDACTED_IP	9900	tcp	-	0.000015	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019857	CVhmxi3Q5OWm7jYgM9	REDACTED_IP	49763	REDACTED_IP	2020	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019857	C1Lmq74RH8XYQ0Mwq9	REDACTED_IP	49763	REDACTED_IP	54328	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019857	CVR8x78KJNmImTdTk	REDACTED_IP	49763	REDACTED_IP	2043	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019857	CB9LwG2SKChSrFhOp8	REDACTED_IP	49763	REDACTED_IP	903	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019857	C0kLXk3qQQFRDx5n26	REDACTED_IP	49763	REDACTED_IP	7201	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019857	CUqTOq1LvhmISn2na4	REDACTED_IP	49763	REDACTED_IP	27353	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019857	CudQOp1j270O0W79ud	REDACTED_IP	49763	REDACTED_IP	1247	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019857	CiOn5W3vH37L46myMi	REDACTED_IP	49763	REDACTED_IP	44501	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019867	CKjR9d3lwhFl4mB8Ga	REDACTED_IP	49763	REDACTED_IP	1053	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019867	CdO2MX2P3ZKbsON6z6	REDACTED_IP	49763	REDACTED_IP	3814	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019867	CjUki62j700psXzEpj	REDACTED_IP	49763	REDACTED_IP	2800	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019867	Ce3wm51oXSpHFquRBg	REDACTED_IP	49763	REDACTED_IP	50300	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019867	CBbDcW1NRl9N61fL3k	REDACTED_IP	49763	REDACTED_IP	1038	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019867	CSnfO23kKy2S6arvkd	REDACTED_IP	49763	REDACTED_IP	2260	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019867	CACS3b13kWHenYO9d3	REDACTED_IP	49763	REDACTED_IP	512	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019867	CaRkku1jRE611sZfe6	REDACTED_IP	49763	REDACTED_IP	2068	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019875	Cf71WN1khSBeJPrAn8	REDACTED_IP	49763	REDACTED_IP	7625	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019875	CC9jlG4dhTsP4O1aJb	REDACTED_IP	49763	REDACTED_IP	2126	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019875	CqIOpE4h7fJrSBCQ0f	REDACTED_IP	49763	REDACTED_IP	5730	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019875	CpZ3HUQTpg2WKKib5	REDACTED_IP	49763	REDACTED_IP	1783	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019875	Cog9HT2taZonHSjsk7	REDACTED_IP	49763	REDACTED_IP	2000	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019875	CoyoGP1X5S0hgxi7s1	REDACTED_IP	49763	REDACTED_IP	7676	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019875	CZmAqH3CwcKDg2Ipe	REDACTED_IP	49763	REDACTED_IP	6779	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019875	CdpPmg2x1S8d4vnFg2	REDACTED_IP	49763	REDACTED_IP	10566	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019890	Ckuhn9296YWVRgF6f	REDACTED_IP	49763	REDACTED_IP	497	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019890	CC0O7r2FB8pJVYP9v3	REDACTED_IP	49763	REDACTED_IP	2601	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019890	C5e4lH3R7qXjFLvfrh	REDACTED_IP	49763	REDACTED_IP	6543	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019890	CZJFYD2ON25mYmuDD5	REDACTED_IP	49763	REDACTED_IP	7435	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031244	C9q8Tf4X8r7gdsrFRl	REDACTED_IP	49763	REDACTED_IP	61532	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031244	CTUViQ19Z2XDupbbSe	REDACTED_IP	49763	REDACTED_IP	9100	tcp	-	0.000015	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031244	CDwOs5UNG9rSDmOjb	REDACTED_IP	49763	REDACTED_IP	9485	tcp	-	0.000015	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031244	CnCtPm3quR14NM2Psi	REDACTED_IP	49763	REDACTED_IP	48080	tcp	-	0.000016	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031244	C0fxEY1IkWTPOizZJ2	REDACTED_IP	49763	REDACTED_IP	593	tcp	-	0.000017	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031244	CDRkWT2JIhhxTph5cl	REDACTED_IP	49763	REDACTED_IP	646	tcp	-	0.000018	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031244	CaZniJ2EWItG4aKsTi	REDACTED_IP	49763	REDACTED_IP	5200	tcp	-	0.000018	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031244	CCAOqY1bt3jaGWABld	REDACTED_IP	49763	REDACTED_IP	2170	tcp	-	0.000019	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031265	C1dtkB3LNDpyNKX9r3	REDACTED_IP	49763	REDACTED_IP	18988	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031265	Cw282US0L4Z93bzhk	REDACTED_IP	49763	REDACTED_IP	7100	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031265	CHxagL26TRJ8VxiwY1	REDACTED_IP	49763	REDACTED_IP	1021	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031265	CgPNCs3tcKoAJLtzVj	REDACTED_IP	49763	REDACTED_IP	7106	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031265	CJTKxR27Q9icXapYA2	REDACTED_IP	49763	REDACTED_IP	2288	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031265	CRClaj5wqmyr607h1	REDACTED_IP	49763	REDACTED_IP	14000	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031265	CxAbdj4OQPedg2sT8	REDACTED_IP	49763	REDACTED_IP	3300	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031265	CjlVv42dHs8turico	REDACTED_IP	49763	REDACTED_IP	1594	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031273	C4JCLJ19fsJaACVRck	REDACTED_IP	49763	REDACTED_IP	9111	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031273	CgwXpC4CkhnGpYPrZ8	REDACTED_IP	49763	REDACTED_IP	6004	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031273	CROgBV3ok7MwlKFWRf	REDACTED_IP	49763	REDACTED_IP	51103	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031273	C2NR4913Q2o8APOUae	REDACTED_IP	49763	REDACTED_IP	1041	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031273	C7pofi12QcGUF3ntzk	REDACTED_IP	49763	REDACTED_IP	10025	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031273	Chp4yZ12T5t1LvxHk9	REDACTED_IP	49763	REDACTED_IP	22939	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031273	CcfQVk4wQSiTgYc3zb	REDACTED_IP	49763	REDACTED_IP	2522	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031273	Cv89dJB7bgZoy0fUf	REDACTED_IP	49763	REDACTED_IP	2135	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031279	Ccgmw54NUbjSHeRaSf	REDACTED_IP	49763	REDACTED_IP	1169	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031481	CLRUyj1jzKEcV9eE3l	REDACTED_IP	49763	REDACTED_IP	1059	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031481	Ca2mmi3DzPDNCKfvp6	REDACTED_IP	49763	REDACTED_IP	32783	tcp	-	0.000009	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031481	CAssn02xcf91PvTuz1	REDACTED_IP	49763	REDACTED_IP	10012	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031481	CmfBxUsX37M1gWsO	REDACTED_IP	49763	REDACTED_IP	5431	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031482	CvqKkM54IRjiAkD12	REDACTED_IP	49763	REDACTED_IP	1174	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031482	Cb9olv23pdfUkXZl9d	REDACTED_IP	49763	REDACTED_IP	1056	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031482	CeCdx51zAeWbS2L0Ph	REDACTED_IP	49763	REDACTED_IP	7920	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031482	C4Lynx1aqvyjJrbhm1	REDACTED_IP	49763	REDACTED_IP	8194	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031495	C88xP21jlAECDFUuTf	REDACTED_IP	49763	REDACTED_IP	12345	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031495	CJX0Zq4RGTwOfXTenb	REDACTED_IP	49763	REDACTED_IP	1081	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031495	CagpYj3dDB5OhCtBMb	REDACTED_IP	49763	REDACTED_IP	366	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031495	CY9zts4hVarooMzGJb	REDACTED_IP	49763	REDACTED_IP	5910	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031495	Cl6OJx2QdHGJs9Ufmk	REDACTED_IP	49763	REDACTED_IP	3995	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031495	CtNXuu1uS1nfEwgQvi	REDACTED_IP	49763	REDACTED_IP	20	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031495	CttZIi1RaLLph5F1Gc	REDACTED_IP	49763	REDACTED_IP	3690	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031495	CKcVV31N3FmNkvd5Nj	REDACTED_IP	49763	REDACTED_IP	2046	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031502	CBt37444yG6n2wfKmc	REDACTED_IP	49763	REDACTED_IP	5190	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031502	CJ5CNw3oA36gL4dVXk	REDACTED_IP	49763	REDACTED_IP	406	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031502	CgWOog5rgaS9DXdxk	REDACTED_IP	49763	REDACTED_IP	3370	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031502	C0Zxd91SGfQfMtPj9j	REDACTED_IP	49763	REDACTED_IP	636	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031502	CDQIAn10YQcv4ppIS5	REDACTED_IP	49763	REDACTED_IP	7921	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031502	CAErJ925aHcBZLlYk1	REDACTED_IP	49763	REDACTED_IP	1311	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031502	CWiB621HTtwMgwPek6	REDACTED_IP	49763	REDACTED_IP	1083	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031502	ChrZGR2Rrdtn4tgAXg	REDACTED_IP	49763	REDACTED_IP	8099	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.031511	CwNNHt2waLQ3GsaqO3	REDACTED_IP	49763	REDACTED_IP	5986	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056003	C8AZiVQkfeOoHqTl2	REDACTED_IP	49763	REDACTED_IP	1687	tcp	-	0.000086	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056003	Cm0omo2G1P0ODfEaMf	REDACTED_IP	49763	REDACTED_IP	9090	tcp	-	0.000097	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056106	C9oObZ2pguztRYdG54	REDACTED_IP	49763	REDACTED_IP	7741	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056106	C5LGE43WcJIatKjyxe	REDACTED_IP	49763	REDACTED_IP	427	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056106	CQBRR179v4otCPrQe	REDACTED_IP	49763	REDACTED_IP	109	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056106	CvS6RT2xI9LYOuNpA2	REDACTED_IP	49763	REDACTED_IP	8084	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056223	Cnh9SB1ZhwN06O6Nyj	REDACTED_IP	49763	REDACTED_IP	1217	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056223	Cckbx440FDMMVco5X6	REDACTED_IP	49763	REDACTED_IP	7004	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056223	CB7wdX3uG5uvIjwoe2	REDACTED_IP	49763	REDACTED_IP	10000	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056223	C2uRdDyjGvRD4S5R3	REDACTED_IP	49763	REDACTED_IP	1058	tcp	-	0.000009	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056399	CVmtqz32mC3XCs11l1	REDACTED_IP	49763	REDACTED_IP	7007	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056399	CAaRkM3nlY5h8pebui	REDACTED_IP	49763	REDACTED_IP	10243	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056399	CZg2D3423oEZrZvACk	REDACTED_IP	49763	REDACTED_IP	1334	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056399	C1TS8n3txNFzu6wTs4	REDACTED_IP	49763	REDACTED_IP	6003	tcp	-	0.000013	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056399	ClujPN8KuupLklUfk	REDACTED_IP	49763	REDACTED_IP	32774	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056399	CMarqV3yF77tkLpAi	REDACTED_IP	49763	REDACTED_IP	1094	tcp	-	0.000016	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056399	CqUuZoaW3hUiud5l5	REDACTED_IP	49763	REDACTED_IP	1503	tcp	-	0.000017	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056399	CzlYiz4E1XG60w5fXj	REDACTED_IP	49763	REDACTED_IP	311	tcp	-	0.000018	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056621	CwLEKfwXD2qW2o5yj	REDACTED_IP	49763	REDACTED_IP	5500	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056621	CdPEtRDAFFZ7etPsc	REDACTED_IP	49763	REDACTED_IP	6547	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056621	C2HJF646rCNqU4kL09	REDACTED_IP	49763	REDACTED_IP	2604	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056621	CLRogp1xGc0Zm2pxU5	REDACTED_IP	49763	REDACTED_IP	5877	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056621	CSHFV52D7OwVRmXy82	REDACTED_IP	49763	REDACTED_IP	6689	tcp	-	0.000015	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056621	C02gF13Fu6cv4Ks69j	REDACTED_IP	49763	REDACTED_IP	20222	tcp	-	0.000017	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056621	CA3Vbl2VPREzVvR8h6	REDACTED_IP	49763	REDACTED_IP	2047	tcp	-	0.000018	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056621	C3WJmk2LCCVxXfnvma	REDACTED_IP	49763	REDACTED_IP	9943	tcp	-	0.000019	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056641	Cqc1yV3CbnY3ma6ir1	REDACTED_IP	49763	REDACTED_IP	4279	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056641	CTdsCD3gIyk6cyYCc7	REDACTED_IP	49763	REDACTED_IP	2007	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056641	CcK7Or2mXOopKp9WDh	REDACTED_IP	49763	REDACTED_IP	32778	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056899	CUljUY2IeEQebRadG4	REDACTED_IP	49763	REDACTED_IP	3986	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056899	CIUYkk2ViydpFPF3Je	REDACTED_IP	49763	REDACTED_IP	2038	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056899	Cuzrk7D1RS8CqTdQ4	REDACTED_IP	49763	REDACTED_IP	3052	tcp	-	0.000013	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056899	CZEPIz3vPU7v7Q76q6	REDACTED_IP	49763	REDACTED_IP	3168	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056899	CNRfWC45wsGYQxFgu4	REDACTED_IP	49763	REDACTED_IP	7000	tcp	-	0.000015	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056899	CUgRb01wALVxluemth	REDACTED_IP	49763	REDACTED_IP	30718	tcp	-	0.000015	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056899	CtXcQK2S9QeHrCAnxb	REDACTED_IP	49763	REDACTED_IP	64680	tcp	-	0.000016	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056899	CGiSAi49joByhXncFl	REDACTED_IP	49763	REDACTED_IP	3128	tcp	-	0.000017	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056925	Cgb9TF3uu7NIH1f5sh	REDACTED_IP	49763	REDACTED_IP	9001	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056925	Cah5K72wdmUbgv6i6	REDACTED_IP	49763	REDACTED_IP	32775	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056925	Cqk7BV2xE0VG08ryBc	REDACTED_IP	49763	REDACTED_IP	2161	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056925	CLt7t13JBy4dEbETK3	REDACTED_IP	49763	REDACTED_IP	6005	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056925	CLO7d9415SJJg0V4Hf	REDACTED_IP	49763	REDACTED_IP	1461	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056925	C9b8Bk2LS82CoGjgXc	REDACTED_IP	49763	REDACTED_IP	1036	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056951	CrtIA42Znfuo5PCwO5	REDACTED_IP	49763	REDACTED_IP	26214	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.056951	CXjJtP3ysp9cqmf7Ka	REDACTED_IP	49763	REDACTED_IP	17988	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.057153	CRWdsI3tnz5V1nqGte	REDACTED_IP	49763	REDACTED_IP	28201	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.057153	CRZiEW3NjGkB74XaX	REDACTED_IP	49763	REDACTED_IP	1044	tcp	-	0.000019	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.057153	CuAk8b2K9mtDVa3K08	REDACTED_IP	49763	REDACTED_IP	800	tcp	-	0.000021	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.057153	CjNEht3tbOOmXOSvS4	REDACTED_IP	49763	REDACTED_IP	1112	tcp	-	0.000022	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069681	C9oSs34bhvFLxgD6y1	REDACTED_IP	49763	REDACTED_IP	2602	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069681	CtwNy2mlWB2ogB4Z3	REDACTED_IP	49763	REDACTED_IP	50389	tcp	-	0.000027	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069681	Ci5cK617oIcKyLf2Xl	REDACTED_IP	49763	REDACTED_IP	44443	tcp	-	0.000029	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069681	CYcEk11eZyUfNj5LU4	REDACTED_IP	49763	REDACTED_IP	9050	tcp	-	0.000030	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069681	CmQ59k1dSxJUfYHyph	REDACTED_IP	49763	REDACTED_IP	2107	tcp	-	0.000030	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069681	Cwyqu52DuNXyvWmp0h	REDACTED_IP	49763	REDACTED_IP	259	tcp	-	0.000032	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069681	CwDyIl2G47IvrO4EY2	REDACTED_IP	49763	REDACTED_IP	465	tcp	-	0.000033	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069681	Cr0BUT1anWO6OWHxid	REDACTED_IP	49763	REDACTED_IP	3011	tcp	-	0.000034	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069717	CiWyvG2CLHMKZGNvYf	REDACTED_IP	49763	REDACTED_IP	900	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069717	Coc1rt119Pk1c4NsH9	REDACTED_IP	49763	REDACTED_IP	45100	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069717	C87xfb4oN9QBcoJDc8	REDACTED_IP	49763	REDACTED_IP	50001	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069717	Cs4spb2Hnu3nBMrOm	REDACTED_IP	49763	REDACTED_IP	10621	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069717	C7xhUO15ZDbKuAohpg	REDACTED_IP	49763	REDACTED_IP	19801	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069717	CQ8BhC33FhhTuZXY22	REDACTED_IP	49763	REDACTED_IP	57294	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069717	CN3Mqc4mIeiTEcl9M6	REDACTED_IP	49763	REDACTED_IP	5000	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069717	CNx4162jxhqyPp8Wpc	REDACTED_IP	49763	REDACTED_IP	1248	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
